siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-11-01 00:00:00",.27
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-11-01 00:00:00",44.3
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-11-01 00:00:00",41
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-11-01 00:00:00",6.28
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-11-01 00:00:00",12
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-11-01 00:00:00",2.4
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-11-01 01:00:00",.35
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-11-01 01:00:00",25
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-11-01 01:00:00",x
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-11-01 01:00:00",52
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-11-01 01:00:00",32
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-11-01 01:00:00",1.3
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-11-01 02:00:00",2.2
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-11-01 02:00:00",22
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-11-01 02:00:00",3.73
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-11-01 02:00:00",43
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-11-01 02:00:00",33.8
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-11-01 02:00:00",.31
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-11-01 03:00:00",2.5
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-11-01 03:00:00",.29
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-11-01 03:00:00",31.5
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-11-01 03:00:00",36
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-11-01 03:00:00",x
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-11-01 03:00:00",19
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-11-01 04:00:00",17
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-11-01 04:00:00",.66
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-11-01 04:00:00",38
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-11-01 04:00:00",30.6
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-11-01 04:00:00",.27
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-11-01 04:00:00",2.8
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-11-01 05:00:00",.27
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-11-01 05:00:00",31
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-11-01 05:00:00",35
