siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-08-01 00:00:00",20.09
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-08-01 00:00:00",26.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-08-01 00:00:00",42.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-08-01 00:00:00",16.2
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-08-01 00:00:00",0.5
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-08-01 00:00:00",2.5
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-08-01 01:00:00",45.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-08-01 01:00:00",15.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-08-01 01:00:00",0.35
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-08-01 01:00:00",2.2
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-08-01 01:00:00",12.88
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-08-01 01:00:00",25.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-08-01 02:00:00",2.3
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-08-01 02:00:00",0.28
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-08-01 02:00:00",21.2
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-08-01 02:00:00",43.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-08-01 02:00:00",9.25
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-08-01 02:00:00",22.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-08-01 03:00:00",0.29
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-08-01 03:00:00",2.5
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-08-01 03:00:00",19.2
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-08-01 03:00:00",44.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-08-01 03:00:00",7.97
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-08-01 03:00:00",20.0
