siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2021-01-01 00:00",2.7
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2021-01-01 00:00",0.41
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2021-01-01 00:00",20.1
49,仁武,高雄市,3,臭氧,O3,ppb,"2021-01-01 00:00",5.9
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2021-01-01 00:00",33.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2021-01-01 00:00",53.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2021-01-01 01:00",2.1
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2021-01-01 01:00",21.7
49,仁武,高雄市,3,臭氧,O3,ppb,"2021-01-01 01:00",4.6
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2021-01-01 01:00",32.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2021-01-01 01:00",42.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2021-01-01 01:00",0.44
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2021-01-01 02:00",2.2
49,仁武,高雄市,3,臭氧,O3,ppb,"2021-01-01 02:00",5.6
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2021-01-01 02:00",0.41
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2021-01-01 02:00",46.0
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2021-01-01 02:00",30.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2021-01-01 02:00",19.4
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2021-01-01 03:00",25.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2021-01-01 03:00",2.1
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2021-01-01 03:00",46.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2021-01-01 03:00",4.9
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2021-01-01 03:00",0.41
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2021-01-01 03:00",19.6
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2021-01-01 04:00",2.1
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2021-01-01 04:00",19.4
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2021-01-01 04:00",41.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2021-01-01 04:00",0.41
49,仁武,高雄市,3,臭氧,O3,ppb,"2021-01-01 04:00",4.2
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2021-01-01 04:00",26.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2021-01-01 05:00",2.1
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2021-01-01 05:00",19.2
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2021-01-01 05:00",38.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2021-01-01 05:00",4.6
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2021-01-01 05:00",31.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2021-01-01 05:00",0.42
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2021-01-01 06:00",0.46
49,仁武,高雄市,3,臭氧,O3,ppb,"2021-01-01 06:00",3.3
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2021-01-01 06:00",41.0
