siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 00:00:00",0.51
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 00:00:00",18.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 00:00:00",11.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 00:00:00",2.9
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 00:00:00",35.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 00:00:00",19.36
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 01:00:00",2.9
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 01:00:00",17.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 01:00:00",20.84
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 01:00:00",34.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 01:00:00",9.7
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 01:00:00",0.5
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 02:00:00",2.8
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 02:00:00",24.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 02:00:00",20.24
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 02:00:00",31.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 02:00:00",9.4
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 02:00:00",0.49
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 03:00:00",0.47
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 03:00:00",2.8
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 03:00:00",21.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 03:00:00",17.81
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 03:00:00",38.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 03:00:00",9.3
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 04:00:00",20.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 04:00:00",2.7
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 04:00:00",0.46
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 04:00:00",10.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 04:00:00",34.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 04:00:00",16.02
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 05:00:00",2.4
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 05:00:00",22.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 05:00:00",17.39
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 05:00:00",34.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 05:00:00",7.9
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 05:00:00",0.47
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 06:00:00",2.7
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 06:00:00",0.47
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 06:00:00",5.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 06:00:00",38.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 06:00:00",20.07
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 06:00:00",22.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 07:00:00",2.6
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 07:00:00",0.5
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 07:00:00",6.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 07:00:00",34.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 07:00:00",18.47
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 07:00:00",18.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 08:00:00",2.6
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 08:00:00",0.51
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 08:00:00",10.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 08:00:00",39.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 08:00:00",16.24
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 08:00:00",17.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 09:00:00",3.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 09:00:00",0.51
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 09:00:00",13.9
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 09:00:00",49.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 09:00:00",19.92
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 09:00:00",24.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 10:00:00",56.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 10:00:00",4.5
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 10:00:00",0.51
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 10:00:00",27.1
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 10:00:00",20.34
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 10:00:00",30.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 11:00:00",0.49
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 11:00:00",42.9
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 11:00:00",58.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 11:00:00",18.92
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 11:00:00",30.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 11:00:00",3.0
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 12:00:00",30.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 12:00:00",16.61
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 12:00:00",51.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 12:00:00",46.7
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 12:00:00",0.48
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 12:00:00",2.6
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 13:00:00",32.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 13:00:00",21.33
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 13:00:00",63.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 13:00:00",45.3
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 13:00:00",0.49
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 13:00:00",2.6
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 14:00:00",17.68
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 14:00:00",56.0
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 14:00:00",53.9
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 14:00:00",0.49
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 14:00:00",2.7
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 14:00:00",26.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 15:00:00",2.4
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 15:00:00",0.45
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 15:00:00",57.9
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 15:00:00",51.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 15:00:00",13.42
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 15:00:00",29.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 16:00:00",2.5
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 16:00:00",0.43
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 16:00:00",49.7
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 16:00:00",22.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 16:00:00",42.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 16:00:00",14.64
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 17:00:00",40.6
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 17:00:00",25.0
49,仁武,高雄市,7,二氧化氮,NO2,ppb,"2020-01-01 17:00:00",18.81
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 17:00:00",47.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 17:00:00",0.5
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 17:00:00",2.6
49,仁武,高雄市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 18:00:00",26.0
49,仁武,高雄市,1,二氧化硫,SO2,ppb,"2020-01-01 18:00:00",3.0
49,仁武,高雄市,2,一氧化碳,CO,ppm,"2020-01-01 18:00:00",0.51
49,仁武,高雄市,3,臭氧,O3,ppb,"2020-01-01 18:00:00",30.0
49,仁武,高雄市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 18:00:00",50.0
