siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 00:00:00",37.6
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 00:00:00",.14
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 00:00:00",1.3
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 00:00:00",1
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 00:00:00",1.25
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 00:00:00",7
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 01:00:00",.19
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 01:00:00",35.5
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 01:00:00",4
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 01:00:00",1
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 01:00:00",.86
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 01:00:00",2.3
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 02:00:00",35.1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 02:00:00",.18
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 02:00:00",2.3
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 02:00:00",1
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 02:00:00",1
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 02:00:00",2
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 03:00:00",.16
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 03:00:00",35.8
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 03:00:00",2
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 03:00:00",1.25
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 03:00:00",1
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 03:00:00",2.2
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 04:00:00",1
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 04:00:00",2
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 04:00:00",36.8
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 04:00:00",2.3
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 04:00:00",.14
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 04:00:00",.76
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 05:00:00",.75
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 05:00:00",37.8
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 05:00:00",6
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 05:00:00",2.3
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 05:00:00",.14
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 05:00:00",1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 06:00:00",.15
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 06:00:00",38
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 06:00:00",4
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 06:00:00",.81
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 06:00:00",1
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 06:00:00",2.1
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 07:00:00",.82
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 07:00:00",1
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 07:00:00",38
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 07:00:00",.14
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 07:00:00",2.4
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 07:00:00",1
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 08:00:00",37.7
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 08:00:00",.15
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 08:00:00",2.3
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 08:00:00",0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 08:00:00",.92
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 08:00:00",1
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 09:00:00",x
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-01-01 09:00:00",1.06
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 09:00:00",2.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-01-01 09:00:00",.15
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-01-01 09:00:00",37.5
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-01-01 09:00:00",0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-01-01 10:00:00",2.4
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-01-01 10:00:00",1
