siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 00:00:00",2.94
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 00:00:00",8
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 00:00:00",1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 00:00:00",.15
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 00:00:00",18.3
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 00:00:00",12
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 01:00:00",18
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 01:00:00",1.5
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 01:00:00",6
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 01:00:00",1.33
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 01:00:00",14
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 01:00:00",.1
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 02:00:00",10
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 02:00:00",.81
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 02:00:00",.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 02:00:00",.1
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 02:00:00",4
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 02:00:00",20.5
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 03:00:00",9
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 03:00:00",5
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 03:00:00",.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 03:00:00",.11
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 03:00:00",19.7
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 03:00:00",.29
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 04:00:00",.97
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 04:00:00",.11
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 04:00:00",.3
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 04:00:00",17.3
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 04:00:00",8
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 04:00:00",4
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 05:00:00",.43
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 05:00:00",5
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 05:00:00",0
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 05:00:00",.08
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 05:00:00",17.1
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 05:00:00",7
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 06:00:00",4
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 06:00:00",4
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 06:00:00",.12
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 06:00:00",1.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 06:00:00",.07
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 06:00:00",17.5
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 07:00:00",.1
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 07:00:00",4
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 07:00:00",-.26
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 07:00:00",5
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 07:00:00",18.1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 07:00:00",.07
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 08:00:00",22
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 08:00:00",1.5
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 08:00:00",4
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 08:00:00",1.83
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 08:00:00",8
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 08:00:00",.12
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 09:00:00",.19
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 09:00:00",.8
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 09:00:00",11
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 09:00:00",4.24
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 09:00:00",19
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 09:00:00",30.7
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 10:00:00",30.8
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 10:00:00",.14
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 10:00:00",2.2
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 10:00:00",8
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 10:00:00",3.82
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 10:00:00",12
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 11:00:00",13
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 11:00:00",.14
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 11:00:00",2.4
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 11:00:00",36.7
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 11:00:00",20
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 11:00:00",2.67
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 12:00:00",1.7
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 12:00:00",13
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 12:00:00",.11
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 12:00:00",38.1
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 12:00:00",17
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 12:00:00",1.88
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 13:00:00",x
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 13:00:00",-.01
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 13:00:00",x
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 13:00:00",36.9
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 13:00:00",.09
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 13:00:00",x
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 14:00:00",.08
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 14:00:00",1.2
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 14:00:00",8
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 14:00:00",.21
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 14:00:00",13
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 14:00:00",33.9
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 15:00:00",1.2
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 15:00:00",9
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 15:00:00",.44
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 15:00:00",10
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 15:00:00",29.3
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 15:00:00",.07
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 16:00:00",.09
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 16:00:00",.4
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 16:00:00",5
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 16:00:00",1.01
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 16:00:00",7
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 16:00:00",27.7
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 17:00:00",7
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 17:00:00",1.1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 17:00:00",.1
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 17:00:00",24.8
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 17:00:00",8
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 17:00:00",1.33
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 18:00:00",6
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 18:00:00",.2
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 18:00:00",.1
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 18:00:00",20.5
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 18:00:00",6
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 18:00:00",2.08
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 19:00:00",.3
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 19:00:00",.12
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 19:00:00",17.7
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 19:00:00",10
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 19:00:00",2.93
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 19:00:00",5
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 20:00:00",7
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 20:00:00",2.5
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 20:00:00",5
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 20:00:00",1.1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 20:00:00",.1
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 20:00:00",18.1
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 21:00:00",8
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 21:00:00",3.8
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 21:00:00",6
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 21:00:00",.6
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 21:00:00",.14
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 21:00:00",14.9
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 22:00:00",10
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 22:00:00",0
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 22:00:00",.15
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 22:00:00",14
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 22:00:00",3.75
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 22:00:00",5
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-01 23:00:00",1.65
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-01 23:00:00",6
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-01 23:00:00",-.2
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-01 23:00:00",.09
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-01 23:00:00",16.6
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-01 23:00:00",8
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 00:00:00",.09
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 00:00:00",6
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 00:00:00",.85
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 00:00:00",11
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 00:00:00",17.7
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 00:00:00",-.2
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 01:00:00",.12
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 01:00:00",4
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 01:00:00",1.59
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 01:00:00",10
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 01:00:00",-.2
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 01:00:00",14.1
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 02:00:00",.6
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 02:00:00",.11
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 02:00:00",15.6
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 02:00:00",12
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 02:00:00",1.07
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 02:00:00",2
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 03:00:00",2
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 03:00:00",.1
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 03:00:00",16.5
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 03:00:00",10
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 03:00:00",.5
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 03:00:00",0
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 04:00:00",.1
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 04:00:00",3
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 04:00:00",.2
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 04:00:00",9
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 04:00:00",18.8
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 04:00:00",-.2
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 05:00:00",18.1
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 05:00:00",10
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 05:00:00",0
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 05:00:00",5
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 05:00:00",.6
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 05:00:00",.1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 06:00:00",.1
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 06:00:00",.4
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 06:00:00",9
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 06:00:00",6
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 06:00:00",.23
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 06:00:00",16.2
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 07:00:00",.8
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 07:00:00",7
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 07:00:00",18.3
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 07:00:00",.11
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 07:00:00",.2
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 07:00:00",5
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 08:00:00",6
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 08:00:00",7
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 08:00:00",20.5
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 08:00:00",.11
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 08:00:00",x
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 08:00:00",0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 09:00:00",1
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 09:00:00",4
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 09:00:00",.17
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 09:00:00",7
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 09:00:00",24.3
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 09:00:00",.15
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 10:00:00",6
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 10:00:00",1.5
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 10:00:00",.2
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 10:00:00",39.2
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 10:00:00",18
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 10:00:00",2.08
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 11:00:00",3.77
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 11:00:00",1.8
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 11:00:00",.2
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 11:00:00",52.2
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 11:00:00",23
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 11:00:00",8
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 12:00:00",11
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 12:00:00",2.42
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 12:00:00",21
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 12:00:00",50.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 12:00:00",.17
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 12:00:00",.8
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 13:00:00",10
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 13:00:00",1.97
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 13:00:00",20
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-07-02 13:00:00",2.8
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-07-02 13:00:00",.16
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 13:00:00",46.5
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-07-02 14:00:00",10
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-07-02 14:00:00",1.38
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-07-02 14:00:00",15
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-07-02 14:00:00",40.2
