siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-02-01 00:00:00",2.37
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-02-01 00:00:00",21.0
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-02-01 00:00:00",32.0
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-02-01 00:00:00",51.0
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-02-01 00:00:00",0.24
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-02-01 00:00:00",0.6
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-02-01 01:00:00",1.2
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-02-01 01:00:00",16.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-02-01 01:00:00",1.3
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-02-01 01:00:00",0.23
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-02-01 01:00:00",50.0
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-02-01 01:00:00",28.0
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-02-01 02:00:00",14.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-02-01 02:00:00",1.3
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-02-01 02:00:00",0.19
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-02-01 02:00:00",48.2
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-02-01 02:00:00",21.0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-02-01 02:00:00",1.31
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-02-01 03:00:00",13.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-02-01 03:00:00",1.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-02-01 03:00:00",0.19
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-02-01 03:00:00",48.1
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-02-01 03:00:00",21.0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-02-01 03:00:00",1.14
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-02-01 04:00:00",13.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-02-01 04:00:00",1.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-02-01 04:00:00",0.2
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-02-01 04:00:00",48.0
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-02-01 04:00:00",20.0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-02-01 04:00:00",0.98
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-02-01 05:00:00",12.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-02-01 05:00:00",1.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-02-01 05:00:00",0.2
