siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-10-01 00:00:00",1.5
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-10-01 00:00:00",8.0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-10-01 00:00:00",1.42
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-10-01 00:00:00",0.16
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-10-01 00:00:00",53.8
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-10-01 00:00:00",17.0
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-10-01 01:00:00",5.0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-10-01 01:00:00",0.94
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-10-01 01:00:00",16.0
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-10-01 01:00:00",53.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-10-01 01:00:00",0.12
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-10-01 01:00:00",1.0
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-10-01 02:00:00",8.0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-10-01 02:00:00",1.07
64,陽明,臺北市,3,臭氧,O3,ppb,"2020-10-01 02:00:00",52.2
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-10-01 02:00:00",0.13
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-10-01 02:00:00",0.9
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-10-01 02:00:00",9.0
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2020-10-01 03:00:00",6.0
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2020-10-01 03:00:00",0.12
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2020-10-01 03:00:00",1.2
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2020-10-01 03:00:00",15.0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2020-10-01 03:00:00",1.09
