siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2021-11-01 00:00:00",7.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2021-11-01 00:00:00",1.2
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2021-11-01 00:00:00",0.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2021-11-01 00:00:00",0.15
64,陽明,臺北市,3,臭氧,O3,ppb,"2021-11-01 00:00:00",49.0
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2021-11-01 00:00:00",14.0
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2021-11-01 01:00:00",5.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2021-11-01 01:00:00",0.1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2021-11-01 01:00:00",0.15
64,陽明,臺北市,3,臭氧,O3,ppb,"2021-11-01 01:00:00",47.9
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2021-11-01 01:00:00",15.0
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2021-11-01 01:00:00",0.4
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2021-11-01 02:00:00",0.15
64,陽明,臺北市,3,臭氧,O3,ppb,"2021-11-01 02:00:00",50.6
64,陽明,臺北市,4,懸浮微粒,PM10,μg/m3,"2021-11-01 02:00:00",12.0
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2021-11-01 02:00:00",7.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2021-11-01 02:00:00",0.1
64,陽明,臺北市,7,二氧化氮,NO2,ppb,"2021-11-01 02:00:00",0.8
64,陽明,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2021-11-01 03:00:00",5.0
64,陽明,臺北市,1,二氧化硫,SO2,ppb,"2021-11-01 03:00:00",0.1
64,陽明,臺北市,2,一氧化碳,CO,ppm,"2021-11-01 03:00:00",0.15
64,陽明,臺北市,3,臭氧,O3,ppb,"2021-11-01 03:00:00",51.2
